i1_freq,params_list,phase_avg,ijj_mag,vjj_mag,iin_mag,iloop_mag,iout_mag,vinput_mag,vin_mag,vbase_mag,vcancel_mag,vout_mag,voutput_mag,leff_input,energy_in,energy_out,energy_out_prev,ifreq_fft,iin_fft,iout_fft,iout_prev_fft,energy_in_fft,energy_out_fft,energy_out_prev_fft,vfreq_fft,vin_fft,vout_fft,pfreq_fft,pin_fft,pout_fft
50000000.0,0.0,0.0,0.0,0.0,1.5523892008321666e-06,1.5523892008321666e-06,1.2669117198786995e-09,9.999930456063402e-11,9.999930456063402e-11,1.0971901439004086e-07,2.194158014242503e-07,6.334558599393498e-08,6.334558599393498e-08,2e-05,1.5523784049065507e-16,8.025326529830022e-17,2.711151259717875e-22,49999999.99999999,0.0630055484380207,5.1424312320681525e-05,0.0630055484380207,3.149903937544676e-07,1.3222299488274988e-07,4.465911525722744e-13,49999999.99999999,4.999407219894727e-06,0.002571215616034076,99999999.99999999,3.1503938093774183e-12,1.3487822632459375e-12
51000000.0,0.0,0.0,0.0,0.0,2.985186342241827e-08,2.985186342241827e-08,2.4652919522448618e-11,9.999969420887583e-11,9.999969420887583e-11,2.1349745195612737e-09,4.169986937136131e-09,1.2326459761224306e-09,1.2326459761224306e-09,2e-05,2.9851772138069523e-18,3.03883220490164e-20,1.0025254685145532e-25,50999999.99999999,0.0008883858470602516,7.396654504703685e-07,0.0008883858470602516,4.441380445363028e-09,2.735524893097666e-11,8.878830899140808e-17,50999999.99999999,4.999382261727777e-06,3.698327252351843e-05,101999999.99999999,4.4421997310761664e-14,2.735689270615529e-16
52000000.0,0.0,0.0,0.0,0.0,1.5144284994344144e-08,1.5144284994344144e-08,1.2655520577611714e-11,9.99985254647676e-11,9.99985254647676e-11,1.095995524685916e-09,2.092056367050503e-09,6.327760288805858e-10,6.327760288805858e-10,2e-05,1.5144061686526207e-18,8.008110054517679e-21,2.5801803898865686e-26,51999999.99999999,0.0004495399057348574,3.816250804065084e-07,0.0004495399057348574,2.247410389693183e-09,7.2818850997637e-12,2.2734689270411753e-17,51999999.99999999,4.999356811314379e-06,1.908125402032542e-05,103999999.99999999,2.2475145750636747e-14,7.281891738481066e-17
53000000.0,0.0,0.0,0.0,0.0,1.0200442989063475e-08,1.0200442989063475e-08,8.625230466450952e-12,9.99993684746219e-11,9.99993684746219e-11,7.469672604950148e-10,1.3939948684495085e-09,4.3126152332254755e-10,4.3126152332254755e-10,2e-05,1.0200378570677321e-18,3.719730029969685e-21,1.1705516681977598e-26,52999999.99999999,0.00030273050036535627,2.6193827265632116e-07,0.00030273050036535627,1.5134499349488333e-09,3.430582934108862e-12,1.0310147533289135e-17,52999999.99999999,4.999330867297138e-06,1.3096913632816057e-05,105999999.99999999,1.5134466567658676e-14,3.43051177951361e-17
54000000.0,0.0,0.0,0.0,0.0,7.723422340314599e-09,7.723422340314599e-09,6.6027709555761524e-12,9.999658685397614e-11,9.999658685397614e-11,5.718098527852927e-10,1.0436526493068225e-09,3.301385477788077e-10,3.301385477788077e-10,2e-05,7.723158728632085e-19,2.179829214590001e-21,6.710765922772947e-27,53999999.99999999,0.00022919695108788266,2.020556857568703e-07,0.00022919695108788266,1.1458253331679655e-09,2.041325007333956e-12,5.9097647686478935e-18,53999999.99999999,4.9993044310987075e-06,1.0102784287843514e-05,107999999.99999999,1.1457929248728227e-14,2.0412560211472956e-17
55000000.0,0.0,0.0,0.0,0.0,6.220531788285189e-09,6.220531788285189e-09,5.388427995409588e-12,9.999274701679846e-11,9.999274701679846e-11,4.666473444111354e-10,8.334437768137928e-10,2.694213997704794e-10,2.694213997704794e-10,2e-05,6.220080614159538e-19,1.4517578130856896e-21,4.353189269519985e-27,54999999.99999999,0.00018501708583049359,1.6612866044020848e-07,0.00018501708583049359,9.249517360881993e-10,1.3799365909829043e-12,3.851023730535926e-18,54999999.99999999,4.9992774015239265e-06,8.306433022010423e-06,109999999.99999999,9.249096775778611e-15,1.3798952127277854e-17
56000000.0,0.0,0.0,0.0,0.0,5.234170698472724e-09,5.234170698472724e-09,4.584681248077251e-12,9.999965321949149e-11,9.999965321949149e-11,3.9704595058556595e-10,6.941135831007587e-10,2.2923406240386248e-10,2.2923406240386248e-10,2e-05,5.2341525473889595e-19,1.0509651073235586e-21,3.082111076334425e-27,55999999.99999999,0.00015552656865097325,1.4218843078171046e-07,0.00015552656865097325,7.775162078792862e-10,1.0108774924082632e-12,2.721207775088913e-18,55999999.99999999,4.999250061410139e-06,7.109421539085522e-06,111999999.99999999,7.774709530041304e-15,1.0108257055223514e-17
57000000.0,0.0,0.0,0.0,0.0,4.524152557526945e-09,4.524152557526945e-09,4.001287960924622e-12,9.999976098075471e-11,9.999976098075471e-11,3.4652132490022616e-10,5.930748807563079e-10,2.0006439804623104e-10,2.0006439804623104e-10,2e-05,4.524141743931647e-19,8.0051526731201575e-22,2.30264509092498e-27,56999999.99999999,0.0001344349070059029,1.2510082217686836e-07,0.0001344349070059029,6.720699639316762e-10,7.825107854664219e-13,2.033183724939648e-18,56999999.99999999,4.999222143264965e-06,6.255041108843418e-06,113999999.99999999,6.72023987256204e-15,7.824651178108392e-18
58000000.0,0.0,0.0,0.0,0.0,3.990296965445222e-09,3.990296965445222e-09,3.572772629127865e-12,9.999880782380557e-11,9.999880782380557e-11,3.0940710342138856e-10,5.188358841860073e-10,1.7863863145639324e-10,1.7863863145639324e-10,2e-05,3.990249394074713e-19,6.382352129722618e-22,1.7912778606496518e-27,57999999.99999999,0.00011859493571975949,1.1229722667384742e-07,0.00011859493571975949,5.928790591232595e-10,6.305333559318732e-13,1.5822853625670619e-18,57999999.99999999,4.999193730533622e-06,5.6148613336923694e-06,115999999.99999999,5.928333717048093e-15,6.304924598559861e-18
59000000.0,0.0,0.0,0.0,0.0,3.5865015224800543e-09,3.5865015224800543e-09,3.225815535450382e-12,9.999991629972683e-11,9.999991629972683e-11,2.7936538854340895e-10,4.5886323491374496e-10,1.612907767725191e-10,1.612907767725191e-10,2e-05,3.586498520568483e-19,5.202942934376518e-22,1.4470867317095716e-27,58999999.99999999,0.00010625747195929518,1.0235004576693598e-07,0.00010625747195929518,5.311986164706092e-10,5.237765934246945e-13,1.270198164057795e-18,58999999.99999999,4.9991648274306704e-06,5.117502288346799e-06,117999999.99999999,5.311536797215913e-15,5.237394951413753e-18
