i1_freq,params_list,phase_avg,ijj_mag,vjj_mag,iin_mag,iloop_mag,iout_mag,vinput_mag,vin_mag,vbase_mag,vcancel_mag,vout_mag,voutput_mag,leff_input,energy_in,energy_out,energy_out_prev,ifreq_fft,iin_fft,iout_fft,iout_prev_fft,energy_in_fft,energy_out_fft,energy_out_prev_fft,vfreq_fft,vin_fft,vout_fft,pfreq_fft,pin_fft,pout_fft
30000000.0,0.0,-3.038430861837392,7.572350496792878e-08,9.16423126417379e-09,1.1701179370688237e-08,1.1701179370688237e-08,1.2837348768299876e-11,9.999999999527335e-11,9.999999999527335e-11,1.1117995275583328e-09,2.237822096600161e-09,6.418674384149939e-10,6.418674384149939e-10,2e-05,1.1701179370135163e-18,8.239876169948518e-21,1.5403229849814745e-26,30000000.0,0.00043946141471806136,2.15213405336861e-07,0.00043946141471806136,2.197317734172799e-09,2.3158404918344008e-12,2.172671269042499e-17,30000000.0,5.000024258290114e-06,1.0760670266843047e-05,60000000.0,1.8467525579845885e-14,4.43825074501296e-17
31000000.0,0.0,-3.039581002887258,7.481376300469803e-08,9.287315316951141e-09,1.1574272169731897e-08,1.1574272169731897e-08,1.30088498718642e-11,9.999999997883089e-11,9.999999997883089e-11,1.1266931407790183e-09,2.2679107395479837e-09,6.5044249359321e-10,6.5044249359321e-10,2e-05,1.1574272167281727e-18,8.461508749435061e-21,1.5070924829140908e-26,31000000.0,0.0004355573554353864,2.2041525900151721e-07,0.0004355573554353864,2.177817019544761e-09,2.429144320035296e-12,2.1342398610810095e-17,31000000.0,5.000069433720844e-06,1.1020762950075861e-05,62000000.0,1.8310312437866835e-14,4.579828337610348e-17
32000000.0,0.0,-3.040683342558012,7.394124238577131e-08,9.40754308139254e-09,1.145209276285745e-08,1.145209276285745e-08,1.3176860356335013e-11,9.999998736359827e-11,9.999998736359827e-11,1.141257816881786e-09,2.2973093726979866e-09,6.588430178167506e-10,6.588430178167506e-10,2e-05,1.1452091315725002e-18,8.681482442517664e-21,1.475442322302285e-26,32000000.0,0.0004318059723462739,2.2556266981941455e-07,0.0004318059723462739,2.159047751816757e-09,2.5439259008031117e-12,2.0976344747314996e-17,32000000.0,5.000041430842863e-06,1.1278133490970728e-05,64000000.0,1.8159250715677125e-14,4.720027858412329e-17
33000000.0,0.0,-3.0417411903749487,7.310326170625717e-08,9.525754181531381e-09,1.1334327059716303e-08,1.1334327059716303e-08,1.3342142452412075e-11,9.999999997601127e-11,9.999999997601127e-11,1.1555472613360485e-09,2.3262478318212014e-09,6.671071226206038e-10,6.671071226206038e-10,2e-05,1.1334327056997343e-18,8.900638261022826e-21,1.4452534113369438e-26,33000000.0,0.00042818383950886396,2.306602673049723e-07,0.00042818383950886396,2.1409369146289117e-09,2.6602079456600637e-12,2.0625907546862164e-17,33000000.0,5.000041377284608e-06,1.1533013365248615e-05,66000000.0,1.8014062177517648e-14,4.858854836740278e-17
34000000.0,0.0,-3.0427576377192147,7.22977217128189e-08,9.641459140790509e-09,1.1220728258567181e-08,1.1220728258567181e-08,1.3504164322104743e-11,9.999999996606271e-11,9.999999996606271e-11,1.1695436007297362e-09,2.3545543107632795e-09,6.752082161052371e-10,6.752082161052371e-10,2e-05,1.122072825475917e-18,9.118122701920331e-21,1.416428354841841e-26,34000000.0,0.0004246830793745902,2.3571024372200804e-07,0.0004246830793745902,2.123444815964526e-09,2.777965949774422e-12,2.0290018264547006e-17,34000000.0,5.000069273048548e-06,1.1785512186100403e-05,68000000.0,1.787441351859421e-14,4.996279842795753e-17
35000000.0,0.0,-3.0437356152247617,7.152246640545501e-08,9.755231746504926e-09,1.111103814473172e-08,1.111103814473172e-08,1.3663111973469545e-11,9.999999998719221e-11,9.999999998719221e-11,1.1833008184581337e-09,2.382381922662027e-09,6.831555986734772e-10,6.831555986734772e-10,2e-05,1.1111038143308643e-18,9.334031439978342e-21,1.388870647353937e-26,35000000.0,0.00042131110241082684,2.4071226462501084e-07,0.00042131110241082684,2.106565619516331e-09,2.897119717045062e-12,1.996909256414545e-17,35000000.0,5.0000239904957146e-06,1.2035613231250541e-05,70000000.0,1.7739959385780454e-14,5.1323228573808606e-17
36000000.0,0.0,-3.044675432774947,7.077542226826446e-08,9.867161843559348e-09,1.1005030416666538e-08,1.1005030416666538e-08,1.381915047109546e-11,9.999999998214263e-11,9.999999998214263e-11,1.196829127040245e-09,2.4097780208463917e-09,6.909575235547729e-10,6.909575235547729e-10,2e-05,1.1005030414701329e-18,9.548445987138892e-21,1.3624953128072514e-26,36000000.0,0.0004180236790028339,2.4566197878315064e-07,0.0004180236790028339,2.0901473045678723e-09,3.0174903909826575e-12,1.9658677073294736e-17,36000000.0,5.000069157694062e-06,1.228309893915753e-05,72000000.0,1.7607270125657533e-14,5.267251250854437e-17
37000000.0,0.0,-3.045581632926762,7.005495560520181e-08,9.977093775639882e-09,1.0902489889495664e-08,1.0902489889495664e-08,1.3972342467025281e-11,9.999999996984339e-11,9.999999996984339e-11,1.2101381336597898e-09,2.436655391484591e-09,6.986171233512641e-10,6.986171233512641e-10,2e-05,1.0902489886207842e-18,9.761317700791907e-21,1.337223215143746e-26,37000000.0,0.0004148519131613811,2.505667149305095e-07,0.0004148519131613811,2.0742766355408748e-09,3.1391839315533604e-12,1.9361487358536534e-17,37000000.0,5.000041146571651e-06,1.2528335746525474e-05,74000000.0,1.7479326370162564e-14,5.400719899367934e-17
38000000.0,0.0,-3.046456205009306,6.935912247126515e-08,1.0085090180581137e-08,1.0803177180028872e-08,1.0803177180028872e-08,1.4123303474049875e-11,9.999999995760775e-11,9.999999995760775e-11,1.2231887114829126e-09,2.463092824312279e-09,7.061651737024938e-10,7.061651737024938e-10,2e-05,1.080317717544916e-18,9.973385051005464e-21,1.3129721683098363e-26,38000000.0,0.0004117761748959157,2.5543084272147767e-07,0.0004117761748959157,2.058897792210483e-09,3.2622457706702137e-12,1.9075457048840074e-17,38000000.0,5.000041084773563e-06,1.2771542136073886e-05,76000000.0,1.735595495946962e-14,5.532744907156072e-17
39000000.0,0.0,-3.0473010665159364,6.868676519256285e-08,1.0191033979371491e-08,1.0706952706014822e-08,1.0706952706014822e-08,1.4271541134649776e-11,9.999999996649509e-11,9.999999996649509e-11,1.236011983881841e-09,2.4890130774264516e-09,7.135770567324886e-10,7.135770567324886e-10,2e-05,1.0706952702427467e-18,1.0183844317900028e-20,1.2896869077994289e-26,39000000.0,0.0004087912579581081,2.602559851917726e-07,0.0004087912579581081,2.043984485064941e-09,3.3866588914070085e-12,1.8799907915584405e-17,39000000.0,5.000068972302738e-06,1.3012799259588631e-05,78000000.0,1.7236920639913377e-14,5.663317096332571e-17
